student_id,Topic,Subtopic,lapse_score,knowledge_score,interest_score,lapse_category,knowledge_category,interest_category,last_interaction_date
80,Comparative Mythology and Folklore,Solar and Lunar Deities in Different Cultures,95.0,65.0,3.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Comparative Mythology and Folklore,"Monsters and Legendary Creatures (Dragons, Chimeras, Yokai)",35.0,94.0,80.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Comparative Mythology and Folklore,Evolution of Folktales (from Grimm to Disney),3.0,38.0,59.0,Extremely lapsed,Low knowledge,Moderate interest,2026-05-29
80,Comparative Mythology and Folklore,Cults of the Dead and World Funerary Traditions,12.0,40.0,92.0,Extremely lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Comparative Mythology and Folklore,"Nature Spirits: Fairies, Gnomes, and Nymphs",32.0,98.0,21.0,Highly lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Comparative Mythology and Folklore,Animal Symbolism in Myths,39.0,99.0,71.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Comparative Mythology and Folklore,Festivals and Rituals Linked to Solstices and Equinoxes,75.0,59.0,90.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Energy Engineering and Storage,"Lithium-ion Batteries and Alternatives (Solid State, Sodium)",89.0,92.0,99.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Energy Engineering and Storage,Hydrogen Storage: Technical Challenges,1.0,23.0,98.0,Extremely lapsed,Low knowledge,Extremely high interest,2026-05-29
80,Energy Engineering and Storage,Pumped-storage Hydroelectricity,1.0,96.0,93.0,Extremely lapsed,Extremely high knowledge,Extremely high interest,2026-05-29
80,Energy Engineering and Storage,Flywheels and Mechanical Energy Storage,59.0,87.0,15.0,Moderately lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Energy Engineering and Storage,Microgrids and Energy Communities,89.0,47.0,1.0,Not lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Energy Engineering and Storage,Energy Efficiency in Buildings (Class A+),28.0,6.0,27.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Energy Engineering and Storage,Industrial Waste Heat Recovery,38.0,40.0,87.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Energy Engineering and Storage,Smart Grids,14.0,85.0,27.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Energy Engineering and Storage,Supercapacitors for Ultra-fast Charging,93.0,3.0,62.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Energy Engineering and Storage,Concentrated and Thermodynamic Photovoltaics,51.0,16.0,44.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Welfare Policies and Healthcare,Comparing Healthcare Systems (Public vs Insurance-based),7.0,23.0,25.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Welfare Policies and Healthcare,Management of Chronic Diseases and Aging Population,89.0,57.0,40.0,Not lapsed,Moderate knowledge,Low interest,2026-05-31
80,Welfare Policies and Healthcare,Vaccination Prevention and Public Health,73.0,84.0,60.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Welfare Policies and Healthcare,Financing of Social Protection Systems,22.0,38.0,30.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Welfare Policies and Healthcare,Pension Reforms and Financial Sustainability,4.0,93.0,85.0,Extremely lapsed,Extremely high knowledge,Extremely high interest,2026-05-29
80,Welfare Policies and Healthcare,Telemedicine and Integrated Home Care,74.0,32.0,88.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Welfare Policies and Healthcare,Family Policies and Birth Rates,79.0,42.0,33.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Welfare Policies and Healthcare,Fighting Poverty and Unemployment Benefits,77.0,72.0,13.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-31
80,Welfare Policies and Healthcare,Health Economics and Drug Cost Analysis,5.0,99.0,83.0,Extremely lapsed,Extremely high knowledge,Extremely high interest,2026-05-29
80,Welfare Policies and Healthcare,Universal Access to Care in Developing Countries,99.0,68.0,43.0,Not lapsed,High knowledge,Moderate interest,2026-05-31
80,Chemical and Physical Oceanography,Salinity and Density of Water Masses,87.0,52.0,71.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Chemical and Physical Oceanography,Carbon Cycle in the Oceans and CO2 Absorption,58.0,39.0,65.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Chemical and Physical Oceanography,Nutrients and Primary Productivity (Phytoplankton),97.0,7.0,75.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Chemical and Physical Oceanography,Heavy Metal and Oil Pollution in Seas,41.0,100.0,42.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Chemical and Physical Oceanography,"Global Thermohaline Circulation (The ""Conveyor Belt"")",93.0,27.0,1.0,Not lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Chemical and Physical Oceanography,Tidal Dynamics and Astronomical Forces,16.0,18.0,53.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Chemical and Physical Oceanography,Isotope Analysis for Paleoceanography,89.0,100.0,68.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Chemical and Physical Oceanography,Thermal Barriers and Haloclines,14.0,80.0,7.0,Extremely lapsed,High knowledge,Extremely low interest,2026-05-30
80,Chemical and Physical Oceanography,Deep Water Upwelling Systems,6.0,56.0,3.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-29
80,Chemical and Physical Oceanography,Impact of Ice Melt on Marine Density,72.0,7.0,21.0,Slightly lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Lifestyle and Minimalist Cultures,Decluttering: Freeing Up Physical and Mental Space,41.0,100.0,58.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Lifestyle and Minimalist Cultures,Slow Living: Slowing Down Daily Rhythms,80.0,10.0,60.0,Slightly lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Lifestyle and Minimalist Cultures,Capsule Wardrobe: Optimizing the Closet,68.0,10.0,97.0,Slightly lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Lifestyle and Minimalist Cultures,Digital Nomadism and Material Minimalism,57.0,22.0,26.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Lifestyle and Minimalist Cultures,Zero Waste: Minimizing Household Waste,1.0,18.0,46.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-29
80,Lifestyle and Minimalist Cultures,Minimalist Finance: Conscious Saving and Anti-consumerism,99.0,3.0,63.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Lifestyle and Minimalist Cultures,The Art of the Essential in Design and Furnishing,93.0,19.0,79.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Lifestyle and Minimalist Cultures,Walking Meditation and Reconnecting with the Environment,90.0,71.0,11.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Lifestyle and Minimalist Cultures,"Detox from Notifications and ""Always Connected""",82.0,91.0,71.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Lifestyle and Minimalist Cultures,Value of Experiences over Possession of Objects,89.0,31.0,77.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Nanotechnology,Nanomedicine: Targeted Drug Delivery,35.0,33.0,88.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Nanotechnology,Carbon Nanotubes and Their Applications,55.0,58.0,24.0,Moderately lapsed,Moderate knowledge,Low interest,2026-05-30
80,Nanotechnology,Molecular Self-assembly,80.0,50.0,81.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Nanotechnology,Nanorobots for Cellular Repair,41.0,43.0,29.0,Moderately lapsed,Moderate knowledge,Low interest,2026-05-30
80,Nanotechnology,Toxicology of Nanomaterials,36.0,63.0,26.0,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Nanotechnology,Nanoscale Sensors for Environmental Safety,66.0,50.0,46.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Nanotechnology,Nanofiltration for Water Purification,98.0,47.0,39.0,Not lapsed,Moderate knowledge,Low interest,2026-05-31
80,Nanotechnology,Quantum Dots and Next-generation Screens,9.0,43.0,29.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-30
80,Nanotechnology,Nanolithography for Ever-smaller Microchips,53.0,90.0,86.0,Moderately lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Nanotechnology,Superhydrophobic Surfaces Inspired by Nature,82.0,87.0,94.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Soft Robotics,Electroactive Polymer Actuators,78.0,26.0,55.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Soft Robotics,Robots Inspired by Octopuses and Worms,59.0,12.0,21.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Soft Robotics,Robotic Grippers for Fragile Objects,9.0,95.0,68.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-30
80,Soft Robotics,Pneumatic Artificial Muscles,44.0,84.0,98.0,Moderately lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Soft Robotics,Biodegradable Robots for Environmental Use,56.0,2.0,89.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Soft Robotics,"Flexible Sensors and Robotic ""Skin""",75.0,55.0,25.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Soft Robotics,Flexible Endoscopic Medical Robotics,91.0,39.0,61.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Soft Robotics,Modeling of Deformable Solids,30.0,22.0,19.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Soft Robotics,Soft Robotics for Space Exploration,57.0,98.0,12.0,Moderately lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Soft Robotics,Safe Human-Robot Interaction (Collaborative Soft Robots),53.0,81.0,70.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Digital Criminology and Forensics,Analysis of Markets on the Dark Web,59.0,92.0,59.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Digital Criminology and Forensics,Tracking Suspicious Cryptocurrency Transactions,65.0,50.0,11.0,Slightly lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Digital Criminology and Forensics,Digital Footprinting and OSINT Investigations,86.0,82.0,48.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Digital Criminology and Forensics,Cloud Systems Forensic Analysis,17.0,54.0,24.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-30
80,Digital Criminology and Forensics,Data Recovery from Damaged Devices,35.0,90.0,89.0,Highly lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Digital Criminology and Forensics,Psychology of the Cybercriminal,17.0,98.0,38.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Digital Criminology and Forensics,Prevention of Online Identity Theft,93.0,29.0,85.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Digital Criminology and Forensics,International Legislation on Cybercrime,92.0,96.0,49.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Digital Criminology and Forensics,Steganography: Hiding Messages in Images,5.0,20.0,44.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-29
80,Digital Criminology and Forensics,Log Analysis and Intrusion Detection,56.0,55.0,86.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Sleep Sciences (Chronobiology),Sleep Architecture: NREM and REM Phases,24.0,27.0,13.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Sleep Sciences (Chronobiology),"Circadian Rhythms and ""Clock"" Genes",7.0,1.0,94.0,Extremely lapsed,Extremely low knowledge,Extremely high interest,2026-05-29
80,Sleep Sciences (Chronobiology),The Impact of Blue Light on Melatonin,10.0,75.0,48.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-30
80,Sleep Sciences (Chronobiology),"Sleep Disorders: Apnea, Insomnia, and Narcolepsy",58.0,21.0,68.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Sleep Sciences (Chronobiology),The Role of Sleep in Memory Consolidation,25.0,88.0,13.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Sleep Sciences (Chronobiology),Lucid Dreaming and Dream Control,75.0,25.0,36.0,Slightly lapsed,Low knowledge,Low interest,2026-05-31
80,Sleep Sciences (Chronobiology),Social Jet Lag and Shift Work,94.0,85.0,46.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Sleep Sciences (Chronobiology),Glymphatic System and Nocturnal Brain Cleaning,65.0,40.0,48.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Sleep Sciences (Chronobiology),"Chronotypes: Larks, Owls, and Lions",33.0,70.0,96.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Sleep Sciences (Chronobiology),Sleepwalking and Parasomnias,70.0,74.0,45.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-31
80,Textile Materials Engineering,"High-performance Synthetic Fibers (Kevlar, Nomex)",63.0,28.0,13.0,Slightly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Textile Materials Engineering,Smart Fabrics with Shape Memory,89.0,11.0,83.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Textile Materials Engineering,Mechanical Recycling of Wool and Cotton,58.0,24.0,47.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Textile Materials Engineering,Dry Dyeing for Water Saving,30.0,58.0,7.0,Highly lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Textile Materials Engineering,Breathable Fabrics and Gore-Tex Membranes,6.0,62.0,72.0,Extremely lapsed,High knowledge,High interest,2026-05-29
80,Textile Materials Engineering,Synthetic Spider Silk and Biopolymers,7.0,43.0,2.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-29
80,Textile Materials Engineering,Textile Filters for the Chemical Industry,35.0,66.0,94.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Textile Materials Engineering,Technical Textiles for Construction (Geotextiles),78.0,36.0,70.0,Slightly lapsed,Low knowledge,High interest,2026-05-31
80,Textile Materials Engineering,Protective Clothing for Extreme Environments,16.0,3.0,25.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Textile Materials Engineering,The Use of Silver and Copper as Antibacterials in Fabrics,10.0,62.0,78.0,Extremely lapsed,High knowledge,High interest,2026-05-30
80,Behavioral Economics (Nudge Theory),Choice Architecture: Guiding Without Forcing,93.0,94.0,43.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Behavioral Economics (Nudge Theory),Confirmation Bias in Financial Decisions,25.0,82.0,18.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Behavioral Economics (Nudge Theory),The Anchoring Effect in Prices,3.0,90.0,40.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-29
80,Behavioral Economics (Nudge Theory),Loss Aversion,94.0,23.0,100.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Behavioral Economics (Nudge Theory),Hyperbolic Discounting: Immediate vs Future Gratification,64.0,92.0,47.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Behavioral Economics (Nudge Theory),Social Norms as Economic Incentives,74.0,16.0,9.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Behavioral Economics (Nudge Theory),Gamification Applied to Energy Saving,86.0,35.0,71.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Behavioral Economics (Nudge Theory),Psychology of Taxes and Compliance,4.0,21.0,54.0,Extremely lapsed,Low knowledge,Moderate interest,2026-05-29
80,Behavioral Economics (Nudge Theory),Prospect Theory by Kahneman and Tversky,82.0,14.0,61.0,Not lapsed,Extremely low knowledge,High interest,2026-05-31
80,Behavioral Economics (Nudge Theory),"The Impact of ""Default"" in Opt-in/Opt-out Options",36.0,61.0,9.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Paleontology and Prehistoric Life,Mass Extinctions: Causes and Consequences,28.0,76.0,40.0,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Paleontology and Prehistoric Life,Evolution of Flying Reptiles (Pterosaurs),64.0,46.0,68.0,Slightly lapsed,Moderate knowledge,High interest,2026-05-31
80,Paleontology and Prehistoric Life,The Transition from Water to Land,28.0,55.0,94.0,Highly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Paleontology and Prehistoric Life,Feathered Dinosaurs: The Link to Birds,51.0,3.0,31.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Paleontology and Prehistoric Life,Paleobotany: The First Forests of the Devonian,95.0,89.0,84.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Paleontology and Prehistoric Life,Pleistocene Megafauna: Mammoths and Saber-toothed Tigers,77.0,4.0,79.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Paleontology and Prehistoric Life,Exceptionally Preserved Fossils (Lagerstätten),77.0,57.0,83.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Paleontology and Prehistoric Life,Paleoecology: Reconstructing Past Ecosystems,51.0,22.0,81.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Paleontology and Prehistoric Life,The Cambrian Explosion and the Origin of Body Plans,16.0,60.0,80.0,Extremely lapsed,Moderate knowledge,High interest,2026-05-30
80,Paleontology and Prehistoric Life,Ancient DNA Analysis from Fossil Remains,29.0,96.0,69.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Computational Linguistics,Neural Machine Translation Algorithms,49.0,8.0,80.0,Moderately lapsed,Extremely low knowledge,High interest,2026-05-30
80,Computational Linguistics,Speech Recognition and Text-to-Speech (TTS),43.0,43.0,56.0,Moderately lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Computational Linguistics,Sentiment Analysis on Social Media,17.0,50.0,43.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Computational Linguistics,Large Language Models (LLM),59.0,54.0,86.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Computational Linguistics,Named Entity Recognition (NER),42.0,33.0,27.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Computational Linguistics,Word Embeddings and Vector Representation,47.0,71.0,46.0,Moderately lapsed,High knowledge,Moderate interest,2026-05-30
80,Computational Linguistics,Automated Syntactic Parsing,58.0,71.0,33.0,Moderately lapsed,High knowledge,Low interest,2026-05-30
80,Computational Linguistics,Automated Detection of Sarcasm and Irony,1.0,9.0,17.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-29
80,Computational Linguistics,Conversational Interfaces and Chatbots,36.0,44.0,71.0,Highly lapsed,Moderate knowledge,High interest,2026-05-30
80,Computational Linguistics,Resolution of Semantic Ambiguities,63.0,22.0,20.0,Slightly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Sociology of Media and Communication,Agenda-Setting Theory: Who Decides What We Talk About,44.0,64.0,81.0,Moderately lapsed,High knowledge,Extremely high interest,2026-05-30
80,Sociology of Media and Communication,Spiral of Silence and Public Opinion,57.0,13.0,82.0,Moderately lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Sociology of Media and Communication,The Medium is the Message (Marshall McLuhan),57.0,24.0,45.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Sociology of Media and Communication,Parasociality: The Bond with Influencers and Celebrities,2.0,4.0,26.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Sociology of Media and Communication,Digital Divide: Inequalities in Internet Access,65.0,48.0,93.0,Slightly lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Sociology of Media and Communication,Participatory Culture and Prosumer,84.0,93.0,63.0,Not lapsed,Extremely high knowledge,High interest,2026-05-31
80,Sociology of Media and Communication,The Impact of Reality TV on Social Perception,18.0,20.0,9.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Sociology of Media and Communication,Liquid Surveillance and the Control Society,43.0,88.0,50.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Sociology of Media and Communication,Recommendation Algorithms and Filter Bubbles,19.0,6.0,98.0,Extremely lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Sociology of Media and Communication,Evolution of Political Propaganda in Media,42.0,76.0,71.0,Moderately lapsed,High knowledge,High interest,2026-05-30
80,Hydroponics and Vertical Farming,NFT (Nutrient Film Technique) Systems,52.0,63.0,51.0,Moderately lapsed,High knowledge,Moderate interest,2026-05-30
80,Hydroponics and Vertical Farming,Aeroponics: Growing in the Mist,71.0,5.0,60.0,Slightly lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Hydroponics and Vertical Farming,Aquaponics: Symbiosis between Fish and Plants,37.0,22.0,70.0,Highly lapsed,Low knowledge,High interest,2026-05-30
80,Hydroponics and Vertical Farming,Management of pH and Electrical Conductivity (EC),55.0,69.0,64.0,Moderately lapsed,High knowledge,High interest,2026-05-30
80,Hydroponics and Vertical Farming,Adjustable Spectrum LED Lighting,81.0,59.0,81.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Hydroponics and Vertical Farming,Climate Control in Closed Greenhouses (Indoor Farming),88.0,23.0,87.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Hydroponics and Vertical Farming,Reduction of Pesticide Use in Controlled Environments,68.0,54.0,19.0,Slightly lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Hydroponics and Vertical Farming,Urban Agriculture in Containers,100.0,2.0,88.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Hydroponics and Vertical Farming,Harvest Automation in Vertical Farming,3.0,52.0,32.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-29
80,Hydroponics and Vertical Farming,Alternative Substrates: Coconut Coir and Rockwool,93.0,61.0,52.0,Not lapsed,High knowledge,Moderate interest,2026-05-31
80,Plasma Physics and Nuclear Fusion,Magnetic Confinement (Tokamak and Stellarator),97.0,79.0,71.0,Not lapsed,High knowledge,High interest,2026-05-31
80,Plasma Physics and Nuclear Fusion,Inertial Confinement via Lasers,71.0,5.0,65.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Plasma Physics and Nuclear Fusion,The ITER Project and International Cooperation,66.0,90.0,32.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Plasma Physics and Nuclear Fusion,Astrophysical Plasmas: Stellar Coronas and Nebulae,61.0,99.0,54.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Plasma Physics and Nuclear Fusion,"Industrial Applications of Plasma (Cutting, Deposition)",42.0,40.0,90.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Plasma Physics and Nuclear Fusion,Space Propulsion via Plasma,55.0,22.0,19.0,Moderately lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Plasma Physics and Nuclear Fusion,Plasma Instabilities and Their Control,42.0,86.0,65.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Plasma Physics and Nuclear Fusion,Cold Nuclear Fusion: Reality or Myth?,16.0,20.0,7.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Plasma Physics and Nuclear Fusion,High-temperature Plasma Diagnostics,53.0,60.0,87.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Plasma Physics and Nuclear Fusion,The Future of Clean and Inexhaustible Energy,85.0,94.0,13.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Forensic and Legal Psychology,Reliability of Eyewitness Testimony,88.0,13.0,84.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Forensic and Legal Psychology,False Confessions and Interrogation Techniques,53.0,66.0,65.0,Moderately lapsed,High knowledge,High interest,2026-05-30
80,Forensic and Legal Psychology,Capacity of Understanding and Will,64.0,97.0,62.0,Slightly lapsed,Extremely high knowledge,High interest,2026-05-31
80,Forensic and Legal Psychology,Psychology of the Trial Process,8.0,98.0,12.0,Extremely lapsed,Extremely high knowledge,Extremely low interest,2026-05-29
80,Forensic and Legal Psychology,Evaluation of Social Dangerousness,81.0,53.0,77.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Forensic and Legal Psychology,Parental Alienation Syndrome,74.0,90.0,8.0,Slightly lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Forensic and Legal Psychology,Family and Penal Mediation,58.0,80.0,94.0,Moderately lapsed,High knowledge,Extremely high interest,2026-05-30
80,Forensic and Legal Psychology,Profiling of the Unknown Offender,33.0,29.0,79.0,Highly lapsed,Low knowledge,High interest,2026-05-30
80,Forensic and Legal Psychology,Victimology: Impact of the Crime on the Victim,98.0,84.0,51.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Forensic and Legal Psychology,Forensic Neuroscience: The Brain in the Dock,68.0,66.0,66.0,Slightly lapsed,High knowledge,High interest,2026-05-31
80,Vernacular and Traditional Architecture,"Trulli, Sassi, and Hypogean Architectures",66.0,98.0,70.0,Slightly lapsed,Extremely high knowledge,High interest,2026-05-31
80,Vernacular and Traditional Architecture,Earth and Straw Constructions,81.0,100.0,48.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Vernacular and Traditional Architecture,Nomadic Architecture: Yurts and Tepees,97.0,46.0,75.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Vernacular and Traditional Architecture,Ancient Natural Ventilation Systems (Wind Catchers),94.0,77.0,25.0,Not lapsed,High knowledge,Low interest,2026-05-31
80,Vernacular and Traditional Architecture,The Use of Dry Stone in the Agricultural Landscape,94.0,44.0,52.0,Not lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Vernacular and Traditional Architecture,Climatic Adaptations in Alpine Architecture,17.0,16.0,64.0,Extremely lapsed,Extremely low knowledge,High interest,2026-05-30
80,Vernacular and Traditional Architecture,Half-timbered Houses of Northern Europe,62.0,35.0,77.0,Slightly lapsed,Low knowledge,High interest,2026-05-30
80,Vernacular and Traditional Architecture,Stilt Houses and Lake Settlements,78.0,84.0,47.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Vernacular and Traditional Architecture,Conservation and Recovery of Abandoned Villages,96.0,70.0,52.0,Not lapsed,High knowledge,Moderate interest,2026-05-31
80,Vernacular and Traditional Architecture,Local Materials vs Industrial Materials,53.0,69.0,39.0,Moderately lapsed,High knowledge,Low interest,2026-05-30
80,Science of Brewing and Distillation,Chemistry of Barley Malting,91.0,75.0,68.0,Not lapsed,High knowledge,High interest,2026-05-31
80,Science of Brewing and Distillation,Biology of Yeasts (Saccharomyces cerevisiae and pastorianus),38.0,73.0,38.0,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Science of Brewing and Distillation,Hops: Alpha Acids and Essential Oils,52.0,64.0,14.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
80,Science of Brewing and Distillation,Mashing and Decoction Processes,58.0,48.0,53.0,Moderately lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Science of Brewing and Distillation,Spontaneous Fermentations and Lactic Acid Bacteria,57.0,33.0,50.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Science of Brewing and Distillation,Distillation Techniques: Column vs Pot Still,28.0,29.0,9.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Science of Brewing and Distillation,Barrel Aging and Interaction with Wood,90.0,44.0,84.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
